2706066618	0	341
2706066619	200	237
2706066620	47	61
2706066621	230	259
2706066622	595	685
2706066623	160	170
2706066624	249	271
2706066625	174	194
2706066626	0	63
2706066627	314	368
2706066628	107	118
2706066629	0	117
2706066630	260	296
2706066631	254	301
2706066632	642	729
2706066633	193	223
2706066634	322	77
2706066635	0	0
2706066636	364	435
2706066637	233	255
2706066638	38	43
2706066639	333	383
2706066640	313	380
2706066641	340	398
2706066642	83	99
2706066643	259	312
2706066644	583	679
2706066645	186	215
2706066646	118	129
2706066647	158	180
2706066648	343	208
2706066649	148	83
2706066650	185	201
2706066651	76	80
2706066652	395	439
2706066653	162	173
2706066654	92	107
2706066655	384	188
2706066656	219	242
2706066657	42	46
2706066658	48	54
2706066659	102	109
2706066660	85	103
2706066661	488	550
2706066662	17	20
2706066663	92	104
2706066664	310	320
2706066665	306	333
2706066666	108	126
2706066667	0	329
2706066668	94	98
2706066669	465	518
2706066670	384	247
2706066671	577	634
2706066672	169	185
2706066673	225	235
2706066674	80	94
2706066675	0	0
2706066676	119	131
2706066677	9	9
2706066678	0	41
2706066679	268	300
2706066680	0	361
2706066681	102	114
2706066682	22	22
2706066683	490	536
2706066684	41	46
2706066685	27	28
2706066686	154	169
2706066687	384	440
2706066688	0	341
2706066689	307	340
2706066690	0	151
2706066691	0	348
2706066692	0	262
2706066693	337	364
2706066694	0	1
2706066695	393	450
2706066696	238	261
2706066697	105	123
2706066698	466	519
2706066699	253	323
2706066700	87	99
2706066701	0	9
2706066702	45	46
2706066703	415	451
2706066704	88	97
2706066705	18	19
2706066706	11	12
2706066707	305	362
2706066708	198	219
2706066709	123	137
2706066710	0	59
2706066711	34	36
2706066712	426	471
2706066713	0	581
2706066714	963	518
2706066715	77	101
2706066716	963	592
2706066717	0	3
2706066718	369	410
2706066719	154	179
2706066720	666	737
2706066721	226	248
2706066722	56	62
2706066723	130	143
2706066724	161	180
2706066725	0	400
2706066726	154	180
2706066727	0	89
2706066728	0	290
2706066729	345	386
2706066730	357	414
2706066731	0	0
2706066732	0	0
2706066733	0	0
2706066734	0	0
2706066735	280	323
2706066736	80	96
2706066737	134	216
2706066738	57	35
2706066739	257	124
2706066740	178	183
2706066741	57	73
2706066742	55	58
2706066743	76	88
2706066744	92	98
2706066745	107	116
2706066746	100	112
2706066747	212	238
2706066748	472	153
2706066749	38	38
2706066750	85	91
2706066751	472	153
2706066752	134	148
2706066753	135	155
2706066754	184	206
2706066755	121	122
2706066756	240	270
2706066757	177	194
2706066758	141	160
2706066759	44	50
2706066760	385	411
2706066761	160	194
2706066762	154	185
2706066763	103	113
2706066764	240	264
2706066765	110	113
2706066766	83	86
2706066767	338	388
2706066768	0	13
2706066769	0	196
2706066770	0	145
2706066771	0	1
2706066772	0	0
2706066773	5	5
2706066774	1	1
2706066775	10	12
2706066776	0	5
2706066777	306	339
2706066778	175	189
2706066779	533	649
2706066780	314	357
2706066781	203	230
2706066782	140	150
2706066783	177	186
2706066784	456	532
2706066785	262	149
2706066786	529	308
2706066787	362	387
2706066788	201	220
2706066789	325	193
2706066790	180	202
2706066791	262	146
2706066792	97	107
2706066793	667	774
2706066794	170	180
2706066795	325	161
2706066796	373	411
2706066797	169	75
2706066798	491	523
2706066799	399	407
2706066800	192	213
2706066801	98	110
2706066802	2	2
2706066803	555	325
2706066804	0	273
2706066805	110	129
2706066806	0	278
2706066807	0	11
2706066808	0	9
2706066809	0	5
2706066810	0	34
2706066811	0	0
2706066812	0	2
2706066813	0	1
2706066814	0	178
2706066815	0	389
2706066816	169	111
2706066817	214	250
2706066818	226	255
2706066819	301	348
2706066820	83	94
2706066821	367	409
2706066822	54	61
2706066823	0	1
2706066824	441	510
2706066825	428	487
2706066826	168	201
2706066827	0	404
2706066828	356	380
2706066829	0	3
2706066830	449	266
2706066831	495	564
2706066832	300	313
2706066833	0	155
2706066834	23	26
2706066835	355	415
2706066836	51	0
2706066837	193	218
2706066838	210	247
2706066839	175	211
2706066840	76	80
2706066841	174	191
2706066842	449	234
2706066843	715	436
2706066844	386	406
2706066845	48	57
2706066846	63	72
2706066847	543	591
2706066848	715	367
2706066849	0	293
2706066850	51	60
2706066851	71	88
2706066852	125	123
2706066853	114	118
2706066854	124	139
2706066855	192	209
2706066856	82	87
2706066857	137	164
2706066858	125	135
2706066859	0	1
2706066860	315	339
2706066861	71	10
2706066862	0	193
2706066863	216	237
2706066864	223	256
2706066865	162	171
2706066866	101	116
2706066867	155	162
2706066868	76	103
2706066869	441	497
2706066870	243	287
2706066871	0	0
2706066872	202	233
2706066873	318	352
2706066874	57	65
2706066875	157	194
2706066876	350	393
2706066877	68	82
2706066878	230	151
2706066879	525	613
2706066880	241	292
2706066881	98	117
2706066882	261	298
2706066883	211	243
2706066884	269	306
2706066885	257	295
2706066886	485	532
2706066887	185	206
2706066888	301	330
2706066889	199	241
2706066890	460	601
2706066891	257	297
2706066892	96	106
2706066893	638	191
2706066894	13	14
2706066895	303	362
2706066896	0	93
2706066897	0	0
2706066898	371	408
2706066899	345	373
2706066900	241	281
2706066901	849	975
2706066902	91	100
2706066903	309	357
2706066904	79	89
2706066905	618	374
2706066906	347	383
2706066907	271	299
2706066908	321	346
2706066909	618	316
2706066910	74	92
2706066911	161	176
2706066912	102	109
2706066913	166	188
2706066914	10	13
2706066915	24	29
2706066916	0	196
2706066917	419	447
2706066918	132	137
2706066919	432	472
2706066920	309	362
2706066921	29	31
2706066922	0	9
2706066923	0	0
2706066924	0	347
2706066925	0	164
2706066926	259	289
2706066927	0	242
2706066928	361	411
2706066929	252	293
2706066930	415	499
2706066931	92	103
2706066932	36	41
2706066933	523	569
2706066934	262	289
2706066935	0	1
2706066936	0	177
2706066937	0	265
2706066938	0	131
2706066939	0	43
2706066940	0	105
2706066941	0	138
2706066942	0	36
2706066943	317	351
2706066944	185	222
2706066945	318	344
2706066946	11	12
2706066947	169	99
2706066948	359	400
2706066949	345	379
2706066950	343	402
2706066951	232	252
2706066952	75	81
2706066953	82	89
2706066954	164	177
2706066955	145	168
2706066956	323	356
2706066957	0	55
2706066958	0	46
2706066959	264	282
2706066960	0	202
2706066961	0	605
2706066962	291	317
2706066963	183	204
2706066964	311	341
2706066965	79	92
2706066966	98	118
2706066967	265	290
2706066968	71	84
2706066969	379	410
2706066970	377	404
