Cluster ID	Area	Average SNVs	Average n2n1	pa
1	1.2323903343709404	0.24205007826728	0.3376497680992245	[1, 0, 0, 0, 0]
2	0.5412002993964004	0.24534811379000032	0.33287885686491414	[1, 0, 1, 0, 1]
3	0.8034564270978289	0.5148359112133414	0.2715981375039736	[1, 1, 1, 1, 0]
4	1.1310379376933823	0.1304639500749785	0.3372712372591511	[1, 0, 1, 1, 1]
5	0.719326347470095	0.32613532038416265	0.2696710975212972	[1, 0, 1, 0, 0]
6	0.42301031763216235	0.1960546605688343	0.34986411521979743	[1, 0, 1, 0, 0]
7	1.7180440143985776	0.3746910093550712	0.32720326629670315	[1, 0, 0, 1, 0]
8	0.8276474494219372	0.3988553844399813	0.34380832689118707	[1, 0, 1, 1, 1]
9	0.7444808090266306	0.2950148786076609	0.23431395755901832	[1, 0, 1, 0, 0]
10	0.8426938437301226	0.21627915177056214	0.2790114482758211	[1, 0, 1, 1, 1]
11	1.7299940635198532	0.44559789813299266	0.3304838348606869	[1, 0, 0, 1, 0]
12	0.2809248085621664	0.38463543537361067	0.2941067598680028	[1, 1, 1, 1, 0]
13	0.6751950249115949	0.18830987963379428	0.3268652904436581	[1, 0, 1, 1, 1]
14	0.5771138391279431	0.3912881072840097	0.3580837506380313	[1, 0, 1, 1, 1]
15	0.7621496349484012	0.18003144654088052	0.23665057357425656	[1, 1, 1, 1, 1]
16	0.5455996191366553	0.23729974675214896	0.336546180026996	[1, 0, 1, 1, 1]
17	0.856688997624518	0.3388672188210382	0.3336941388488106	[1, 0, 1, 1, 1]
18	0.5245840356840621	0.32057230103032136	0.34279842472530603	[1, 1, 1, 1, 1]
19	0.5413663795476228	0.3971576870670912	0.374099252666147	[1, 0, 1, 1, 1]
20	0.36716181994335173	0.2564018988399692	0.3284991104455801	[1, 0, 1, 1, 1]
21	0.8519334712946464	0.3513592968391239	0.34011619652459335	[1, 0, 1, 1, 1]
22	0.5514250441151068	0.3053953602127567	0.32955240454850615	[1, 1, 1, 1, 1]
23	0.8172819217752425	0.31853178001886934	0.3434814616243203	[1, 1, 1, 1, 1]
24	0.34484591222028427	0.3255510714127839	0.3660289014036923	[1, 1, 1, 1, 1]
25	0.8391367802615323	0.09456985418059423	0.32677264663213856	[1, 0, 1, 1, 1]
26	0.6994220127925739	0.3605393142953286	0.3512814579475884	[1, 0, 1, 1, 1]
27	0.904510130437545	0.34788954139363126	0.3316688282932199	[1, 1, 1, 1, 0]
28	0.23848905223106168	0.2577326521742542	0.3638566090856304	[1, 1, 1, 1, 1]
29	0.49205690858419054	0.23157070647382838	0.3518680467347276	[1, 0, 1, 1, 1]
30	0.5794898970684803	0.3674806464793768	0.3350332807627741	[1, 0, 1, 1, 1]
31	0.7707608678381002	0.3280819338805633	0.375557148664058	[1, 1, 0, 1, 1]
32	0.5733902691396733	0.4075024941802461	0.3796619714268473	[1, 0, 1, 1, 1]
33	0.31640881087421546	0.30019751901351255	0.3619368056190284	[1, 0, 1, 1, 1]
34	0.5290398416025327	0.29405335298093493	0.3559535720059638	[1, 1, 0, 1, 1]
35	0.9841264195273741	0.35761517694773226	0.32375998236262477	[1, 0, 1, 1, 1]
36	0.5834718715730324	0.282066450087768	0.3002407115775256	[1, 1, 1, 1, 1]
37	0.8837016793776177	0.21877421722823542	0.3316385995779873	[1, 0, 0, 1, 1]
38	0.5267612461511912	0.2696008157967924	0.35780237141603716	[1, 1, 1, 1, 1]
39	0.5301364556844335	0.2999023110416434	0.38131982261631925	[1, 1, 1, 1, 1]
40	0.26299508729316523	0.40982451796198427	0.3269578577701774	[1, 1, 1, 0, 0]
41	0.6675081182070033	0.38331697742885185	0.34369232786483783	[1, 1, 1, 1, 1]
42	0.47102035906015716	0.22848837209302325	0.31330846446458305	[1, 1, 1, 1, 1]
43	0.9724072178671116	0.24494870913719077	0.3358467350150623	[1, 0, 0, 1, 1]
44	0.3690767820702293	0.26612021541778874	0.2897889415458698	[1, 1, 1, 0, 1]
45	0.7551304189891918	0.237181626971889	0.30674014341520806	[1, 1, 1, 1, 1]
46	0.7759825191609939	0.3100760559905585	0.3622181250151388	[1, 0, 1, 1, 1]
47	0.46216726926642904	0.34039464123764923	0.35061772080615017	[1, 0, 1, 1, 1]
48	1.017227916706675	0.30335033428735875	0.37028942007601634	[1, 0, 1, 1, 1]
49	0.702560216881708	0.34590513656219385	0.33008674056787374	[1, 1, 0, 1, 1]
50	0.1946901957481278	0.2678749239228469	0.3350785719412423	[1, 0, 1, 0, 1]
51	0.21464323156417797	0.28738030660230257	0.33713075280313626	[1, 1, 0, 1, 1]
52	0.5188387330272226	0.2741964470614054	0.3461772810601758	[1, 0, 1, 1, 1]
53	0.23790540242521724	0.3537687693598994	0.3389166001032068	[1, 0, 0, 1, 1]
54	0.41763831386186145	0.34020178905762427	0.3368769883096086	[1, 0, 1, 1, 1]
55	0.23770388989515082	0.28173864133713267	0.3460481087793943	[1, 0, 1, 1, 1]
56	0.6215138378040155	0.38595744680851063	0.39373888288202014	[1, 0, 1, 1, 1]
57	0.4501686754408988	0.384265374127602	0.32489024617697854	[1, 0, 1, 1, 1]
58	0.41953249605376974	0.43335845042329685	0.3065698327320543	[1, 0, 1, 1, 1]
59	0.6177481553588356	0.36690792061582495	0.3295422369230378	[1, 1, 1, 1, 1]
60	0.33037222441200076	0.23101363142402445	0.30183947920822946	[1, 0, 1, 1, 1]
61	0.3993837369295132	0.29017127713691243	0.33461343372317554	[1, 0, 1, 0, 1]
62	0.13993673902179016	0.2869049936721263	0.33819517978246355	[1, 0, 1, 0, 1]
63	0.39547094493803503	0.2113990641291165	0.3534679600507865	[1, 0, 1, 1, 1]
64	1.0924185022381108	0.19212961663749048	0.33985090372795657	[1, 0, 1, 1, 1]
65	0.314162626885422	0.33493063505362036	0.35428951891044547	[1, 0, 1, 1, 1]
66	0.45316513930620583	0.3610835170109997	0.3416566195955456	[1, 0, 1, 1, 1]
67	0.6745819642119122	0.20000509012576684	0.34892067825950834	[1, 0, 1, 1, 1]
68	0.39974168932443055	0.32886597938144335	0.3351346310582949	[1, 1, 0, 1, 1]
69	0.3470338953828398	0.31634694269081604	0.34750312034665093	[1, 0, 1, 0, 1]
70	0.7372808648501986	0.21900916368236625	0.36566191015858845	[1, 0, 0, 1, 1]
71	0.3997736553520674	0.21906788608487085	0.329993443667376	[1, 1, 1, 1, 1]
72	0.5430292641614531	0.20101563336394657	0.3551387152924412	[1, 1, 1, 1, 1]
73	0.6026617907303813	0.2371900826446281	0.32834830269832926	[1, 1, 1, 1, 1]
74	0.685294307896272	0.2512606174071151	0.30362164115510437	[1, 1, 1, 1, 1]
75	0.6826482810569783	0.2627155171615121	0.3129548729221595	[1, 1, 1, 1, 1]
76	0.7107432070387105	0.24717518992282664	0.35833611819695366	[1, 1, 1, 1, 1]
77	0.46329311999766876	0.3986270022883295	0.3774839033499693	[1, 0, 0, 1, 1]
78	0.5064020802542744	0.3141847227322806	0.3258084048098307	[1, 0, 0, 1, 1]
79	0.3803987972483817	0.3471123504913666	0.3761275581254015	[1, 0, 0, 1, 1]
80	0.40623522473795637	0.29509886856296924	0.3459055383046937	[1, 0, 1, 1, 1]
81	0.4862125198619873	0.3113408698857962	0.32362826504006403	[1, 0, 1, 1, 1]
82	0.6455870534634072	0.3612974643992056	0.3328350294021255	[1, 0, 1, 1, 1]
83	0.700278612824353	0.31188324922836974	0.3356099391402835	[1, 0, 1, 1, 1]
84	0.4329000379899889	0.18464148412361198	0.35244616052142114	[1, 0, 1, 0, 1]
85	0.2202203436895295	0.36662080434041594	0.3235278201426164	[1, 1, 1, 0, 0]
86	0.18430290839404004	0.3924205378973105	0.3261356424439418	[1, 1, 1, 0, 0]
87	0.39007781995839585	0.3512061869066903	0.28914600673685875	[1, 1, 1, 1, 0]
88	0.5905138851026973	0.3294579093537118	0.3069977246691802	[1, 0, 1, 1, 1]
89	0.33049786145704557	0.38593022223285034	0.3339753184189374	[1, 0, 1, 1, 1]
90	0.28038258245039566	0.3076297667695008	0.3426125641708564	[1, 0, 1, 1, 1]
91	0.8845033910869908	0.3184672036837327	0.3397548093812147	[1, 0, 1, 1, 1]
92	0.4119966485181222	0.3040710736924545	0.3569036219008512	[1, 1, 1, 1, 1]
93	0.3366125101045821	0.2812516245383775	0.3544237475481679	[1, 0, 1, 1, 1]
94	0.7745071433980394	0.37440365099851164	0.3455542039378393	[1, 0, 1, 1, 1]
95	0.4128425082087681	0.3346664726591778	0.3304790103381996	[1, 0, 1, 1, 1]
96	0.5624223496891163	0.3020280811232449	0.2825152455377751	[1, 0, 1, 1, 1]
97	0.5146866180965628	0.3034319375375043	0.35658999702800703	[1, 0, 1, 1, 1]
98	0.4734062332738539	0.25601186332960085	0.39241187798484994	[1, 0, 1, 1, 1]
99	0.6117386536937649	0.24478417266187052	0.34146429075894547	[1, 0, 1, 1, 1]
100	0.4506893959625904	0.28944604189715956	0.3572188842290917	[1, 1, 0, 1, 1]
101	0.7911103745282062	0.25086867254302136	0.3107400915166897	[1, 0, 1, 1, 1]
102	0.331415829169844	0.17196114435366092	0.35407793657736975	[1, 0, 1, 1, 1]
103	0.2542528010799114	0.35378790838085283	0.332974821232297	[1, 0, 1, 1, 1]
104	0.42482875166059225	0.29338030703116297	0.3175767974088456	[1, 0, 1, 1, 1]
105	0.23439391929378672	0.28732097773985005	0.3681045034317856	[1, 0, 1, 0, 1]
106	0.6260977355802669	0.2284859208588022	0.34768038663773837	[1, 0, 1, 1, 1]
107	0.6033802430063631	0.26647005261027923	0.32662213211697255	[1, 0, 1, 1, 1]
108	0.4265380342849273	0.3128696913036608	0.3549024647828685	[1, 0, 1, 1, 1]
109	0.6696882347179016	0.25316532686908655	0.3536970369828497	[1, 0, 1, 1, 1]
110	0.689719999323389	0.38090294329252755	0.3475791079387538	[1, 0, 1, 1, 1]
111	0.38907936724390013	0.37955136540962287	0.35012519893454064	[1, 0, 1, 1, 1]
112	0.5601482146710465	0.41022554293442337	0.3560274829100778	[1, 0, 1, 1, 1]
113	0.3776178282658136	0.3172135410753979	0.35038513240667374	[1, 0, 1, 1, 1]
114	0.6538809991300204	0.22355110483267082	0.28032684221898785	[1, 0, 1, 1, 1]
115	0.10842206642889429	0.2305155199089819	0.31022756898631193	[1, 0, 1, 1, 1]
116	0.7755490250058867	0.3482352025964316	0.35685821465149403	[1, 0, 1, 1, 1]
117	0.31597370472061104	0.3120164498310112	0.3290922975820659	[1, 0, 1, 1, 1]
118	0.5448773958214147	0.30033339412265614	0.3915058892512495	[1, 0, 1, 1, 1]
119	0.41982261826534895	0.34616360169686283	0.34254058836643214	[1, 0, 1, 1, 1]
120	0.4896601111257921	0.19307624399637138	0.3131888727614633	[1, 1, 0, 1, 1]
121	0.3245955668825574	0.2999044973085605	0.4004527580224674	[1, 1, 0, 1, 1]
122	0.3871680748784999	0.3345508290136268	0.32408608196749855	[1, 1, 0, 1, 1]
123	0.4237752874876124	0.34610147806402786	0.31941127801248526	[1, 1, 0, 1, 1]
124	0.2852591984929086	0.20404411764705885	0.377633648677833	[1, 0, 1, 1, 1]
125	0.3132144455659158	0.20102633566044484	0.3485242486733102	[1, 0, 1, 1, 1]
126	0.25254343970672744	0.29838553473656393	0.3321023102046702	[1, 0, 1, 0, 1]
127	0.6224325640436834	0.3420950387413232	0.30958905415790816	[1, 0, 1, 1, 1]
128	0.7316538386056208	0.2827265948667509	0.324902344582089	[1, 1, 0, 1, 1]
129	0.6408878993361025	0.35175026437312557	0.33500394801668804	[1, 0, 1, 1, 1]
130	0.44925857795041524	0.4697961223384952	0.3198579155044449	[1, 0, 1, 1, 1]
131	0.7824146987413111	0.3250183293011782	0.3189754228307039	[1, 0, 1, 1, 1]
132	0.5171057606348929	0.23705882352941177	0.3209772565799147	[1, 0, 1, 1, 1]
133	0.2535943451096502	0.2758734907229772	0.35372457991641776	[1, 0, 1, 1, 1]
134	0.22199913058238666	0.2594720130214665	0.34401414802190133	[1, 1, 1, 0, 1]
135	0.553285952428054	0.22250421186268995	0.3334451614617349	[1, 1, 1, 0, 1]
136	0.2288536326188512	0.2478988402901446	0.3892412986824202	[1, 1, 1, 0, 1]
137	0.49713095395458984	0.2815940352553625	0.367284369073655	[1, 0, 1, 1, 1]
138	0.46150374678814177	0.23213430639838947	0.27627867452420485	[1, 1, 1, 0, 1]
139	0.14831788375955715	0.22882325499224454	0.3403357571229976	[1, 1, 1, 0, 1]
140	0.10566582917540418	0.28610134174954455	0.2845544849428778	[1, 1, 1, 0, 1]
141	0.7846100419878228	0.4528598608822774	0.3411997287525263	[1, 0, 1, 1, 1]
142	0.28522889132973733	0.19660170719489153	0.3348460803818394	[1, 0, 1, 0, 1]
143	0.39419242499048973	0.32986839352237957	0.33348721914430446	[1, 0, 1, 1, 1]
144	0.5716673739253527	0.34107629755500146	0.3434077810050421	[1, 0, 1, 1, 1]
145	0.6969789668286533	0.40017857774466736	0.3568282268188803	[1, 0, 1, 1, 1]
146	0.3229171648350843	0.3183658788735315	0.3157960729579963	[1, 0, 1, 1, 1]
147	0.3711278262693834	0.33103155644826937	0.31617345775040145	[1, 0, 1, 1, 1]
148	0.7124693924967437	0.16620111731843573	0.2936823234021449	[1, 0, 1, 1, 1]
149	0.2894598408821005	0.32542688448179086	0.3168905696940419	[1, 1, 1, 0, 1]
150	0.4409062398528747	0.3217858869727715	0.33808330092766836	[1, 0, 1, 1, 1]
151	0.48453134194856096	0.27477474655070866	0.38581237855064615	[1, 0, 1, 1, 1]
152	0.29158469519385044	0.23124578030056764	0.4056459755181999	[1, 0, 1, 1, 1]
153	0.5115228020407505	0.24951635106200923	0.3864211422830934	[1, 0, 1, 1, 1]
154	0.18757467287934348	0.24522016725077206	0.28681004906679564	[1, 1, 1, 1, 0]
155	0.7894304684992108	0.3076999424626007	0.32471725410304664	[1, 0, 1, 1, 1]
156	0.16075311797039754	0.26528866634654313	0.3456536449124451	[1, 0, 1, 1, 0]
157	0.34016494753022297	0.3289852876178263	0.3404947652909272	[1, 0, 1, 1, 1]
158	0.18811631893811528	0.26645710034942444	0.3146610834529277	[1, 0, 1, 1, 1]
159	0.4884782312310391	0.3220986796386379	0.3776400791932659	[1, 0, 1, 1, 1]
160	0.5853602663488033	0.36528636338506715	0.368850576990223	[1, 0, 1, 1, 1]
