SNVs	n2n1	Set
29.454960316740795	73.71867531292214	10000
81.17481666562065	97.55731001274582	10101
2.635679379596452	2.5043165611433995	11110
77.39952580894408	86.1059701246281	10111
18.041183582911195	23.374580444169975	10100
13.291572465586668	13.32049503074396	10010
5.497775085703012	6.660311169072476	11111
9.351005601331384	10.224548911209375	11011
47.46971794580108	51.83403735082123	10011
4.79290621063685	4.034857376590842	11100
3.0992252617727374	3.6007744154133325	11101
8.850615481317641	10.2267034144352	10110
1.749711519161422	1.9514670815103798	01111
6.1621185921364185	6.740161057542692	11001
1.8275088503626025	2.0635277140854877	01011
1.4748724253974057	1.7155086030432394	01101
5.743815818759474	5.791284570045697	00111
27.682796906028692	39.28494736793315	00001
4.3921410145882405	5.683212336992005	00101
0.5429779200693801	0.6772118417653601	11010
47.5598259076574	54.196808287104886	10001
16.536726663207684	32.61838328435513	00100
3.181011777580587	4.340366586039679	11000
8.762959055913695	10.181019491089554	00011
0.06606096959034477	0.34982833938316366	01010
3.3531548423577706	5.532894761522051	00110
26.559756438089504	40.84376457150755	00010
7.037799155517929	12.126891077783359	01000
1.2920393532328875	1.3407722830877395	01001
