Cluster ID	Average SNVs	Average n2n1	pa
389	0.2780449931828511	0.3593407904365326	[1, 1, 0, 1, 1]
390	0.3292499676312096	0.32632449931184565	[1, 1, 0, 1, 1]
391	0.366583734596256	0.335643248758454	[1, 1, 0, 1, 1]
392	0.30464532774460995	0.322630869478787	[1, 0, 1, 1, 1]
393	0.24462650448428	0.3233962167759725	[1, 0, 1, 1, 0]
394	0.32684947021192484	0.34972358598697634	[1, 1, 0, 1, 1]
395	0.39741733432940973	0.3412886050616067	[0, 1, 1, 1, 1]
396	0.4164365793287579	0.3315522303898146	[0, 1, 1, 1, 1]
397	0.21520583234884297	0.3261410443058264	[0, 1, 1, 1, 1]
398	0.18706293706293706	0.3454511555262514	[0, 0, 1, 1, 1]
399	0.15445134684451023	0.48054699466134226	[0, 0, 1, 1, 1]
400	0.31108837970540093	0.33641428010712926	[0, 1, 0, 1, 1]
401	0.27381127803646776	0.3585333207030932	[0, 1, 0, 1, 1]
402	0.29095904095904096	0.3530588904227664	[0, 1, 0, 1, 1]
403	0.2715003119586472	0.37151711131340687	[0, 1, 1, 0, 1]
404	0.323537191205913	0.3378314848599018	[1, 0, 1, 0, 1]
405	0.30462579432205444	0.31784208448638007	[1, 0, 1, 0, 1]
406	0.24955099776611975	0.36634831422004277	[1, 0, 1, 0, 1]
407	0.4460557098464582	0.353665577643854	[1, 0, 0, 1, 1]
408	0.3204475564699896	0.3362926427122752	[1, 0, 1, 0, 1]
409	0.3317655997621076	0.36130125973914357	[1, 0, 1, 0, 1]
410	0.4022141783157305	0.3298781797781322	[1, 0, 0, 0, 0]
411	0.29771636135211316	0.3364410974858947	[1, 0, 0, 1, 1]
412	0.2090259220421924	0.27253941305293433	[1, 0, 1, 0, 1]
413	0.25798378926038495	0.35183108167787913	[1, 0, 1, 0, 0]
414	0.327328139128549	0.35405756322888965	[1, 0, 0, 1, 1]
415	0.2903420383437047	0.3533676083892698	[1, 0, 0, 1, 1]
416	0.20570718909453692	0.3194028085932948	[1, 0, 1, 1, 0]
417	0.30936511836791053	0.3376094352107187	[1, 0, 1, 0, 1]
418	0.2747976386493974	0.3542090129859465	[1, 0, 1, 0, 1]
419	0.3041942604856512	0.33956725887228867	[1, 0, 0, 1, 1]
420	0.24597489852582632	0.3230285392138958	[1, 0, 1, 0, 1]
421	0.279967138851902	0.3115419792452667	[1, 0, 1, 1, 0]
422	0.33769735101284803	0.35673883928555417	[1, 1, 0, 0, 1]
423	0.33194045110332565	0.31158365877458644	[1, 1, 0, 0, 1]
424	0.3556429505107195	0.3296721684517887	[1, 1, 0, 0, 1]
425	0.17198910702004197	0.3615962682053348	[1, 0, 0, 1, 1]
426	0.2268882431868806	0.35558371126938404	[1, 0, 0, 1, 1]
427	0.354844455706617	0.3362479251639756	[1, 0, 0, 1, 1]
428	0.2806621547984473	0.333564413080452	[1, 0, 1, 0, 1]
429	0.02486881216069824	0.3666198859078796	[1, 0, 0, 0, 0]
430	0.2693558160429595	0.3589656107800301	[1, 0, 0, 1, 0]
431	0.40227980021050985	0.29761262086011114	[1, 0, 0, 1, 1]
432	0.4370530604821736	0.3557039549164079	[1, 0, 0, 1, 1]
433	0.2817111068482639	0.3938697972470391	[1, 0, 0, 1, 1]
434	0.38688828247746637	0.3346533942955521	[1, 0, 0, 1, 1]
435	0.32378765481918814	0.3268999649764748	[1, 0, 1, 0, 1]
436	0.3001354032917007	0.32638772851006254	[1, 0, 1, 0, 1]
437	0.3080160560764461	0.3326424127864312	[1, 0, 1, 0, 1]
438	0.2821349885736651	0.3716127161581652	[1, 0, 1, 0, 1]
439	0.2817362817362818	0.3648902021436761	[1, 0, 0, 1, 0]
440	0.35167913184973143	0.334290092132642	[1, 0, 1, 0, 1]
441	0.252203119273214	0.33710290736604076	[1, 0, 1, 0, 1]
442	0.23062314097498607	0.25832182551577637	[1, 0, 1, 0, 1]
443	0.2499263873843941	0.2981968514855751	[1, 0, 1, 0, 1]
444	0.24673784104389088	0.31486069749904116	[1, 0, 1, 0, 1]
445	0.218018018018018	0.3078755150981184	[1, 0, 1, 0, 1]
446	0.32283133412379567	0.40362438234551284	[1, 1, 0, 0, 1]
447	0.24401544809496387	0.2848092366191845	[1, 0, 0, 1, 1]
448	0.2552200130994308	0.31495752117461234	[1, 0, 1, 0, 1]
449	0.31484343282440447	0.35685049669661134	[1, 0, 1, 0, 1]
450	0.3339067716695976	0.3362173999400671	[1, 0, 1, 0, 1]
451	0.33490182615969816	0.325864387044224	[1, 0, 1, 0, 1]
452	0.33741496598639453	0.3286115003288471	[1, 0, 1, 0, 1]
453	0.2882174053704303	0.32061647424012	[1, 0, 1, 0, 1]
454	0.2842678982717029	0.3518455818201649	[1, 0, 1, 0, 1]
455	0.6793139056008348	0.33144642918211475	[1, 1, 1, 0, 0]
456	0.19160544118716807	0.36694192157043	[1, 0, 1, 0, 1]
457	0.3038972386285624	0.34086502803424357	[1, 0, 1, 0, 1]
458	0.30503548496113553	0.32346758424685745	[1, 0, 1, 0, 1]
459	0.34013327664712273	0.3097969751740926	[1, 0, 0, 1, 1]
460	0.3260996065050749	0.35439430110898984	[1, 0, 1, 0, 1]
461	0.2378816412601827	0.32340283990071583	[1, 0, 1, 0, 1]
462	0.28147394784242236	0.37725686999972724	[1, 0, 1, 0, 1]
463	0.3256500052423634	0.3113028442475263	[1, 0, 1, 0, 1]
464	0.057056088805805656	0.3613798160182531	[1, 0, 0, 1, 0]
465	0.29535638258117963	0.33637348862146027	[1, 1, 0, 0, 1]
466	0.2153101673101673	0.3232123407103373	[1, 0, 1, 0, 1]
467	0.3327526132404181	0.31935979172452633	[1, 0, 0, 1, 1]
468	0.31605853645510357	0.338155412921677	[1, 0, 1, 0, 1]
469	0.28671369317951334	0.3432881398698644	[1, 0, 1, 0, 1]
470	0.3378616590476509	0.3858932638472458	[1, 0, 0, 1, 1]
471	0.20916278995878243	0.3609474553843854	[1, 0, 0, 1, 1]
472	0.3265922746856613	0.40681765445878737	[1, 0, 0, 0, 0]
473	0.349798460521688	0.3534921705130069	[1, 0, 0, 1, 1]
474	0.2926127340158718	0.31760639688824827	[1, 0, 1, 0, 1]
475	0.31158239930627013	0.33378638021773827	[1, 0, 1, 0, 1]
476	0.2820328739834134	0.3365693826998207	[1, 0, 1, 0, 1]
477	0.325819802195123	0.35876754723664445	[1, 0, 1, 0, 1]
478	0.32234782089058633	0.3849554944554879	[1, 0, 1, 0, 1]
479	0.3113745974845436	0.3442732064607649	[1, 0, 1, 0, 1]
480	0.33122415219189416	0.34473924542980666	[1, 0, 1, 0, 1]
481	0.29473570285424805	0.33785019508398867	[1, 0, 1, 0, 1]
482	0.32684756920369584	0.3693101834812458	[1, 0, 1, 0, 1]
483	0.30796178898603227	0.3572329422196065	[1, 0, 1, 0, 1]
484	0.37630723933738236	0.3855174036684932	[1, 0, 1, 0, 1]
485	0.3220279283135469	0.3408005553880049	[1, 0, 1, 0, 1]
486	0.36409124816728095	0.33542927760882923	[1, 0, 0, 1, 1]
487	0.158482856310044	0.3239502627242869	[1, 0, 0, 1, 1]
488	0.3156144084738313	0.32673496537311103	[1, 0, 0, 1, 1]
489	0.45520311630495264	0.33502106738851684	[1, 0, 0, 1, 1]
490	0.29296558339622863	0.33173442192099567	[1, 1, 0, 0, 1]
491	0.3464381755869886	0.35611114387458204	[1, 0, 0, 1, 1]
492	0.40628758109365687	0.3527228008377448	[1, 0, 0, 1, 1]
493	0.3855085148543264	0.31098722318191385	[1, 0, 0, 1, 1]
494	0.3046264019405312	0.2928918021909503	[1, 0, 1, 0, 1]
495	0.2501803013092451	0.3573171459377757	[1, 0, 1, 1, 0]
496	0.09770683273250587	0.5111579876710631	[1, 0, 0, 0, 0]
497	0.22969861021331608	0.44689352684402756	[1, 0, 1, 0, 1]
498	0.32545188355200183	0.39167663436979144	[1, 0, 1, 0, 1]
499	0.34363767074047447	0.3265451312957926	[1, 0, 1, 0, 1]
500	0.4032006245121	0.311142921426425	[1, 0, 0, 1, 1]
501	0.32939324147596666	0.29958106012962865	[1, 0, 1, 0, 1]
502	0.2879703044356347	0.3343715584420479	[1, 0, 1, 0, 1]
503	0.24618025426300463	0.34868685216566625	[1, 0, 0, 1, 1]
504	0.31276371308016876	0.36906002337775395	[1, 0, 1, 0, 1]
505	0.2269082544555695	0.3640418332503715	[1, 0, 0, 1, 1]
506	0.19722281909117637	0.3178399342702886	[1, 0, 0, 1, 1]
507	0.28297711485088156	0.31635177615270144	[1, 0, 1, 0, 1]
508	0.30847145488029465	0.33600816838377207	[1, 0, 1, 0, 1]
509	0.2923433874709977	0.3425631181632112	[1, 0, 1, 0, 1]
510	0.2794540229885058	0.35691113444070793	[1, 0, 1, 0, 1]
511	0.22939632545931757	0.2923525992310218	[1, 0, 1, 0, 1]
512	0.26095648709411196	0.29449003803290064	[1, 0, 1, 0, 1]
513	0.22152876525958196	0.3444233743813771	[1, 0, 1, 0, 1]
514	0.2354647303328329	0.3272426276733303	[1, 0, 1, 0, 1]
515	0.24755277745017099	0.4092595634079991	[1, 0, 1, 0, 1]
516	0.18766404199475065	0.39772233405369345	[1, 0, 1, 0, 1]
517	0.20540225478370097	0.3348185760996692	[1, 0, 1, 0, 1]
518	0.2240750086828167	0.37993244313824653	[1, 0, 1, 0, 1]
519	0.20050081106668838	0.3328992277935412	[1, 0, 1, 0, 1]
520	0.21126311309010218	0.3305450129662897	[1, 0, 1, 0, 0]
521	0.23139158576051777	0.26689002823225555	[1, 0, 1, 0, 1]
522	0.3141814555427121	0.40121929965817915	[1, 0, 1, 0, 1]
523	0.26539599774520856	0.34688441818019716	[1, 0, 1, 0, 1]
524	0.24395373291272346	0.38124254797431706	[1, 0, 1, 0, 1]
525	0.22906843626908824	0.38924421376377255	[1, 0, 1, 0, 1]
526	0.30947726043028784	0.3549781982900724	[1, 0, 0, 1, 1]
527	0.35604311008468054	0.33868686354823024	[1, 0, 0, 1, 1]
528	0.24324766459103841	0.3076592272042962	[1, 0, 1, 0, 1]
529	0.27321206632838047	0.3630232433266043	[1, 0, 0, 1, 1]
530	0.2910008410428932	0.32950238476290034	[1, 0, 1, 0, 1]
531	0.007352941176470589	0.16715938388888893	[1, 0, 0, 0, 0]
532	0.14193548387096774	0.2769758323185229	[1, 0, 1, 0, 1]
533	0.309370016395708	0.35000102564571556	[1, 0, 1, 0, 1]
534	0.2293917310579705	0.33857187422457485	[1, 0, 1, 0, 1]
535	0.2727740863787375	0.40204668945617916	[1, 0, 1, 0, 1]
536	0.30343796711509713	0.3486819861817403	[1, 0, 1, 0, 1]
537	0.3059614590649473	0.3831513265821509	[1, 0, 1, 0, 1]
538	0.2287935047151486	0.32196762766379733	[1, 0, 1, 0, 1]
539	0.302561050868377	0.3533542930179583	[1, 0, 1, 0, 1]
540	0.3427429465832954	0.38023470578168084	[1, 0, 1, 0, 1]
541	0.292192271028722	0.34543315842968497	[1, 0, 1, 0, 1]
542	0.33824486165252704	0.3470669082824788	[1, 1, 0, 0, 1]
543	0.36278944066855306	0.33422573090638114	[0, 0, 1, 1, 1]
544	0.38714099183213596	0.3283919814387038	[0, 0, 1, 1, 1]
545	0.31884832511118083	0.33046921410878793	[1, 0, 1, 0, 1]
546	0.26224684594953523	0.30844089334949804	[0, 0, 0, 0, 1]
547	0.2573089640638058	0.36963531726430215	[1, 0, 1, 0, 1]
548	0.1448309855222001	0.2847727412276051	[1, 0, 1, 0, 1]
549	0.21095010112906118	0.36320036946758183	[1, 0, 0, 1, 1]
550	0.11888470284763941	0.25368743104413743	[1, 0, 0, 0, 0]
551	0.27640622669616016	0.36866262501246677	[1, 0, 1, 0, 1]
552	0.322686332012422	0.3299612764452681	[1, 0, 1, 0, 1]
553	0.19069440182488231	0.348496084100836	[0, 0, 1, 0, 1]
554	0.32718274955423254	0.33269659534093554	[1, 0, 1, 0, 1]
555	0.3868538738705894	0.30888790733896077	[1, 0, 1, 0, 1]
556	0.3305337065144069	0.33179599675181953	[1, 1, 0, 0, 1]
557	0.29805352798053525	0.3379234724376305	[1, 0, 1, 0, 1]
558	0.17256434063659346	0.27318831447003294	[1, 0, 0, 1, 1]
559	0.22641508340173255	0.33539291034947566	[1, 0, 0, 1, 1]
560	0.3283280593138715	0.3286373745214678	[0, 0, 1, 1, 1]
561	0.28167458621934766	0.33904967185738216	[1, 0, 0, 1, 1]
562	0.2164414560172073	0.34876041556410525	[1, 0, 0, 1, 1]
563	0.35215476963237013	0.3471245446643772	[1, 0, 0, 1, 1]
564	0.32265502919051975	0.3283889490852044	[1, 0, 1, 0, 1]
565	0.2581487559484235	0.3208057442256922	[1, 0, 1, 0, 1]
566	0.24178168625182597	0.32779858138704704	[1, 0, 1, 0, 1]
567	0.24252951106166987	0.3711509958170604	[1, 0, 1, 0, 1]
568	0.42088431809480237	0.3518374013588423	[1, 0, 0, 1, 1]
569	0.20140728836381008	0.5424887059911825	[1, 0, 1, 0, 1]
570	0.22784528635598447	0.3280250930554504	[1, 0, 1, 1, 0]
571	0.26356636543663853	0.30430479908615027	[1, 1, 0, 0, 1]
572	0.32639885222381637	0.3323603608217971	[1, 1, 0, 0, 1]
573	0.2751690461561959	0.32157084557976984	[1, 1, 0, 0, 1]
574	0.40399239543726234	0.32447244833854244	[1, 1, 0, 1, 0]
575	0.21513605442176872	0.33594774770546115	[1, 0, 1, 0, 1]
576	0.274603063589128	0.2986878854722397	[1, 0, 1, 0, 1]
577	0.18460288742015285	0.4035938702556559	[1, 0, 0, 1, 1]
578	0.29534291941764007	0.3523743746973598	[1, 0, 1, 0, 1]
579	0.26338199513381993	0.33041545306423625	[1, 0, 1, 0, 1]
580	0.3104577266690179	0.3504355407877547	[1, 0, 1, 0, 1]
581	0.29466222813222337	0.34012555766276237	[1, 0, 1, 0, 1]
582	0.31705759035530406	0.351256331039491	[1, 0, 1, 0, 1]
583	0.2934026840006772	0.3105868821874223	[1, 0, 1, 0, 1]
584	0.2570379506691681	0.3502700067335785	[1, 0, 1, 0, 1]
585	0.22234351432880842	0.3015148718526133	[1, 0, 1, 0, 1]
586	0.23344748858447487	0.3185971143318473	[1, 0, 1, 0, 1]
587	0.2796448954249284	0.35873109489052113	[1, 0, 1, 0, 1]
588	0.4099624392524189	0.34906871284734214	[1, 0, 0, 1, 1]
589	0.22258147350455623	0.27124520786252426	[1, 0, 0, 1, 1]
590	0.31801181838581793	0.37398441910535984	[1, 0, 1, 0, 1]
591	0.3427161692145919	0.29576216583720066	[1, 1, 1, 0, 0]
592	0.34369602763385143	0.27676667424459545	[1, 1, 1, 0, 0]
593	0.4305810601667119	0.35305340632137155	[1, 0, 0, 1, 1]
594	0.3930052915977577	0.33514482367444387	[1, 0, 0, 1, 1]
595	0.2457647087687116	0.3233361521955847	[1, 0, 0, 0, 1]
596	0.3061692837075593	0.24803257332511042	[1, 0, 1, 0, 1]
597	0.25477259499459554	0.3835340970532031	[1, 0, 0, 0, 1]
598	0.25117220441895766	0.3323877104594494	[1, 0, 0, 0, 1]
599	0.4448072139303483	0.2695463016713752	[1, 0, 1, 1, 0]
600	0.24839756577145586	0.38066275014510526	[1, 0, 0, 1, 1]
601	0.25399201596806387	0.33832997828374883	[1, 0, 1, 0, 1]
602	0.25	0.2723474430276745	[1, 0, 1, 0, 1]
603	0.2655101674413525	0.31305557941592227	[1, 0, 1, 0, 1]
604	0.29568527918781723	0.34707053256829834	[1, 0, 1, 0, 1]
605	0.3265954081171472	0.3762254926733812	[1, 0, 1, 0, 1]
606	0.32814903528456413	0.3718676324814754	[1, 0, 1, 0, 1]
607	0.3433487615747724	0.34444151450206634	[1, 0, 1, 0, 1]
608	0.43568426132102345	0.3432336299441799	[1, 0, 0, 1, 1]
609	0.26989826181627063	0.3772157877630289	[0, 0, 1, 0, 0]
610	0.2532779870548848	0.32131238198751716	[1, 0, 1, 0, 1]
611	0.29736751843594583	0.35915114497869016	[1, 0, 1, 0, 1]
612	0.32070302477848806	0.3326599333817659	[1, 0, 1, 0, 1]
613	0.29740617277808185	0.3129932172189173	[1, 0, 1, 0, 1]
614	0.238899417983809	0.3397124181795421	[1, 0, 1, 0, 1]
615	0.3111687963670546	0.36392460737564164	[1, 0, 1, 0, 1]
616	0.11894351613591798	0.3209997207388864	[1, 0, 1, 1, 0]
617	0.11203186755361827	0.3364108349556653	[1, 0, 1, 1, 0]
618	0.34872823572795714	0.3605041658060936	[1, 0, 1, 0, 1]
619	0.2979526256721125	0.3716586719219081	[1, 0, 1, 0, 1]
620	0.3912897822445561	0.33516518012901386	[1, 0, 1, 1, 0]
621	0.27564184624137683	0.32689332193566223	[1, 0, 1, 0, 1]
622	0.4354715081485538	0.3521818277060986	[1, 0, 0, 1, 1]
623	0.259735085139908	0.329496576364692	[1, 0, 1, 0, 1]
624	0.36994549759983525	0.34592497213190265	[1, 0, 1, 0, 1]
625	0.3400852312425482	0.3743358509744568	[1, 0, 0, 1, 0]
626	0.2397794688144288	0.3328972213031367	[1, 0, 0, 1, 1]
627	0.20077875646692886	0.33886967601540846	[1, 1, 0, 0, 0]
628	0.22508581632608105	0.35670707309925787	[1, 0, 1, 1, 0]
629	0.4158549783549783	0.3453152519857463	[1, 0, 0, 1, 1]
630	0.25590179414542025	0.3720042439542956	[1, 0, 0, 1, 0]
631	0.22646499375393914	0.30679953204308275	[1, 0, 0, 1, 1]
632	0.2947882736156352	0.354737576797759	[1, 0, 1, 0, 1]
633	0.26183811757909076	0.2740197693278765	[1, 0, 1, 0, 1]
634	0.23625396212494842	0.32167063409598384	[1, 0, 0, 1, 1]
635	0.28202995634502487	0.3306438714200995	[1, 0, 0, 1, 1]
636	0.3455933990050242	0.34326992662802414	[1, 0, 0, 1, 1]
637	0.299954973869667	0.3583960517578233	[1, 0, 0, 1, 1]
638	0.28227168832551786	0.3264451839806083	[1, 0, 1, 0, 1]
639	0.3206490537402149	0.3515335341487722	[1, 0, 1, 0, 1]
640	0.28194044188280504	0.3572001324183817	[1, 0, 1, 0, 1]
641	0.3193249631868558	0.35686861995351177	[1, 0, 1, 1, 0]
642	0.3181298717385153	0.3265141001865844	[1, 1, 0, 0, 1]
643	0.28651059085841696	0.292150369987313	[1, 1, 0, 0, 1]
644	0.32972365331470527	0.3157148541974319	[1, 0, 0, 1, 1]
645	0.3613857257417803	0.3670819655593019	[1, 0, 0, 1, 1]
646	0.3267473455721766	0.33906115893406485	[1, 0, 1, 0, 1]
647	0.36666878999340247	0.34683786206430667	[1, 0, 0, 1, 1]
648	0.3319963583508564	0.2998716602288323	[1, 0, 0, 1, 1]
649	0.278439269154759	0.36890702442739814	[1, 0, 0, 1, 1]
650	0.2900628811975771	0.32876242956192964	[1, 0, 1, 0, 1]
651	0.30883103624298114	0.3267741852108605	[1, 0, 1, 0, 1]
652	0.2308545508590243	0.27185043660743813	[1, 0, 1, 0, 1]
653	0.2745308152902722	0.3237429082846731	[1, 0, 1, 0, 1]
654	0.1980411270482291	0.34978797075559814	[1, 0, 1, 1, 0]
655	0.3967576791808874	0.3357287134425317	[1, 0, 0, 1, 1]
656	0.2803856300170963	0.3427842882110435	[1, 0, 1, 0, 1]
657	0.2697172258640919	0.3197246319367145	[1, 0, 1, 0, 1]
658	0.33907496012759175	0.37895861096114714	[1, 0, 1, 0, 1]
659	0.26732673267326734	0.3553635556248711	[1, 0, 1, 0, 1]
660	0.28087167070217917	0.3118757984734042	[1, 0, 1, 0, 1]
661	0.3772863058266785	0.37095177936740525	[1, 0, 1, 0, 1]
662	0.3114890504274677	0.32265575587225676	[1, 1, 1, 0, 0]
663	0.26703810869285527	0.35896512071631753	[1, 0, 1, 0, 1]
664	0.34105721078325796	0.3355699820336904	[1, 0, 1, 0, 1]
665	0.33096488369004934	0.33294053793078987	[1, 0, 0, 1, 1]
666	0.3934621416850405	0.30195458816951753	[1, 0, 0, 1, 1]
667	0.4467153284671533	0.3544648667105093	[1, 0, 0, 1, 1]
668	0.20945008460236889	0.3736300074888781	[1, 0, 1, 1, 0]
669	0.3720249196284258	0.3486622620909236	[1, 0, 0, 1, 1]
670	0.44216089254257196	0.3728273409880623	[1, 0, 0, 1, 1]
671	0.13898552463211772	0.3527393934268177	[1, 1, 0, 1, 0]
672	0.2582136678200692	0.3553983812004915	[1, 0, 1, 0, 0]
673	0.21314262094033723	0.32696940050176976	[1, 0, 0, 1, 1]
674	0.1611366010910744	0.2994923230666324	[1, 0, 1, 0, 1]
675	0.3723839544889073	0.3176090589062665	[1, 0, 1, 1, 0]
676	0.3252345210414426	0.34747031821595326	[1, 1, 0, 0, 1]
677	0.30291972645276627	0.33106448115270803	[1, 0, 0, 1, 1]
678	0.3700590105093459	0.30051919484238115	[1, 0, 0, 1, 1]
679	0.41815859798319827	0.35775601386820394	[1, 0, 0, 1, 1]
680	0.363376251788269	0.3518340448578679	[1, 0, 1, 0, 1]
681	0.2578105590062112	0.32627023229865953	[1, 0, 1, 0, 1]
682	0.2406639004149378	0.29850523746274255	[1, 0, 1, 0, 1]
683	0.22727161997563947	0.4135918877798353	[1, 0, 1, 0, 1]
684	0.3241083823544099	0.3094422446925354	[1, 0, 1, 1, 0]
685	0.2934993865331033	0.30520346157025613	[1, 0, 1, 0, 1]
686	0.3090534676829093	0.32749128712848563	[1, 0, 1, 0, 1]
687	0.06990837601904624	0.4637473080860215	[1, 0, 0, 0, 0]
688	0.1938600817246724	0.30488707870032933	[1, 0, 0, 1, 1]
689	0.3195359500784334	0.2862896028099989	[1, 0, 1, 0, 1]
690	0.2415966386554622	0.2971510269461839	[1, 0, 1, 0, 1]
691	0.22348484848484848	0.33580528579117774	[1, 0, 1, 0, 1]
692	0.21202383459145757	0.3704064397689982	[1, 0, 0, 1, 1]
693	0.2664883011628784	0.3753165238142813	[1, 0, 1, 0, 1]
694	0.2782808842573217	0.3260391577172199	[1, 0, 1, 0, 1]
695	0.24081156275628687	0.3178182340596262	[1, 0, 1, 0, 1]
696	0.2166372197465534	0.3530408698729353	[1, 0, 1, 0, 0]
697	0.3504077978913865	0.328350470250636	[1, 0, 0, 1, 1]
698	0.393543916736843	0.32080464340247866	[1, 0, 0, 1, 1]
699	0.37274220032840716	0.4021741659817016	[1, 0, 0, 1, 1]
700	0.25896054846015915	0.31388323004167096	[1, 0, 0, 1, 1]
701	0.40455241158757965	0.35184582210503734	[1, 0, 0, 1, 1]
702	0.37680481283422457	0.3810608598421666	[1, 0, 1, 1, 0]
703	0.21938502302865548	0.34833578533813575	[1, 0, 0, 1, 1]
704	0.2980734278444202	0.2946673760395499	[1, 0, 0, 1, 1]
705	0.31117829590436014	0.2938019214159467	[1, 0, 0, 1, 1]
706	0.26416595488912087	0.31032267406946734	[1, 0, 1, 0, 1]
707	0.2778336404884305	0.31339832676649965	[1, 0, 0, 1, 1]
708	0.41857183178097657	0.35200981734254433	[1, 0, 1, 1, 0]
709	0.35577497908057176	0.3481556811287181	[1, 0, 0, 1, 1]
710	0.29270154880626037	0.3073257041661845	[1, 0, 0, 1, 1]
711	0.37540299496821233	0.32933257774870767	[1, 0, 0, 1, 1]
712	0.34339307298573934	0.3427646922041861	[1, 0, 1, 0, 1]
713	0.34016886237046656	0.3735646294037424	[1, 0, 1, 0, 1]
714	0.3485714285714286	0.3220406108030147	[1, 0, 1, 1, 0]
715	0.30826181902782845	0.3363877779915582	[1, 1, 0, 0, 1]
716	0.46160119985987036	0.331057411219113	[1, 0, 0, 1, 1]
717	0.3409237543351855	0.31154089857105877	[1, 0, 1, 1, 0]
718	0.18904016550718147	0.2971812899829935	[1, 1, 1, 0, 0]
719	0.363620768910721	0.3325316100069995	[1, 0, 1, 1, 0]
720	0.37796096794662454	0.33289064364180415	[1, 0, 1, 1, 0]
721	0.28839211894114763	0.34367977595153293	[1, 0, 1, 0, 1]
722	0.2743658987373197	0.31576429470883755	[1, 0, 1, 0, 1]
723	0.3460092218578361	0.36087005855667337	[1, 0, 0, 1, 1]
724	0.4272415200992576	0.34890554852008604	[1, 0, 0, 1, 1]
725	0.2491909516942	0.3427473387810314	[1, 0, 1, 1, 0]
726	0.1515966573826236	0.2708501950119538	[1, 0, 1, 1, 0]
727	0.2121835505350208	0.3467103946722676	[0, 0, 1, 0, 1]
728	0.34590229523031296	0.32874186722536386	[1, 0, 1, 0, 1]
729	0.2807309265065498	0.3264214204995647	[1, 0, 0, 1, 1]
730	0.2731978736329863	0.3400011477107607	[1, 0, 1, 0, 1]
731	0.29742388758782207	0.32116326627599	[1, 0, 0, 1, 1]
732	0.4131250801283735	0.3728536878767638	[1, 0, 0, 1, 1]
733	0.19533888234740493	0.39959173492372546	[1, 0, 0, 1, 1]
734	0.32416345195323376	0.29159000658616024	[1, 0, 1, 0, 1]
735	0.20011339662413472	0.4704416182845428	[1, 0, 0, 1, 1]
736	0.29624542124542125	0.3223759265755249	[1, 0, 0, 1, 1]
737	0.1570170184013353	0.35458208291436416	[1, 0, 0, 1, 1]
738	0.2352845326009105	0.28090820053649207	[1, 0, 0, 1, 1]
739	0.31732234676700427	0.36365098495308473	[1, 0, 0, 1, 1]
740	0.28700231389132685	0.3897767422441684	[1, 0, 1, 0, 1]
741	0.2338920844033392	0.3392315123424936	[1, 0, 1, 1, 0]
742	0.2776997200986846	0.3204324988727465	[1, 0, 1, 0, 1]
743	0.29243937232524964	0.35236223727471855	[1, 0, 1, 0, 1]
744	0.27586206896551724	0.32392396664360806	[1, 0, 1, 0, 1]
745	0.20952380952380953	0.3226829285326469	[1, 0, 1, 0, 1]
746	0.2717625037875456	0.32218175321013237	[1, 0, 1, 0, 1]
747	0.20579446918209512	0.3388416157834373	[1, 0, 1, 0, 1]
748	0.24731631401417906	0.3142536820859216	[1, 0, 1, 0, 1]
749	0.19484561547962123	0.311250581128375	[1, 0, 1, 0, 1]
750	0.27805318440234633	0.32737744124344775	[1, 0, 1, 0, 1]
751	0.3684586138957933	0.35050212862108204	[1, 0, 0, 1, 1]
752	0.45682972467254745	0.3424947608499216	[1, 0, 0, 1, 1]
753	0.3664434523809524	0.37960239208349694	[1, 0, 1, 0, 1]
754	0.3001826010396481	0.361378915875167	[1, 0, 0, 1, 1]
755	0.24790167865707433	0.3567824758358831	[1, 0, 1, 0, 1]
756	0.3136515786994583	0.33941180493082684	[1, 0, 1, 0, 1]
757	0.28644367491679446	0.3582559481098888	[1, 0, 1, 0, 1]
758	0.31525294767612627	0.3230984305107247	[1, 0, 1, 0, 1]
759	0.2197851597567806	0.3091729002957267	[1, 0, 1, 0, 1]
760	0.201594486403621	0.3180146064052221	[1, 0, 0, 1, 1]
761	0.34441620991429195	0.3722199900624703	[1, 0, 1, 0, 1]
762	0.28618458118963225	0.32053313956347423	[1, 0, 0, 1, 1]
763	0.3349145176101209	0.33408368317863807	[1, 0, 1, 0, 1]
764	0.3503357606763891	0.33417448884983375	[1, 0, 0, 1, 1]
765	0.263594470046083	0.3536789973807428	[1, 0, 1, 0, 1]
766	0.2339987687199966	0.26894390691394277	[1, 0, 1, 0, 1]
767	0.32945031874855984	0.28092773337741955	[1, 0, 1, 0, 1]
768	0.4414711400067152	0.34849607194562204	[1, 0, 0, 1, 1]
769	0.2765601783271282	0.3323093584678572	[1, 0, 0, 1, 1]
770	0.28496319663512093	0.30093964966665054	[1, 0, 0, 1, 1]
771	0.3317865172054689	0.38725656154952626	[1, 0, 0, 1, 1]
772	0.397057394386326	0.3359148847148355	[1, 0, 0, 1, 1]
773	0.2840828446569305	0.3700483231946176	[1, 0, 1, 0, 1]
774	0.3329004711983435	0.2506380531298329	[1, 0, 0, 1, 1]
775	0.2425371194161534	0.3328791536724693	[1, 0, 0, 1, 1]
776	0.24878345498783458	0.31555416808548814	[1, 0, 1, 0, 0]
777	0.2782330017240664	0.3182988700209126	[1, 0, 1, 0, 1]
