SNVs	n2n1	Set
0.4409062398528747	0.3217858869727715	0000
0.48453134194856096	0.27477474655070866	0101
0.29158469519385044	0.23124578030056764	0011
0.5115228020407505	0.24951635106200923	0110
0.18757467287934348	0.24522016725077206	01000
0.7894304684992108	0.3076999424626007	01100
0.16075311797039754	0.26528866634654313	011
0.34016494753022297	0.3289852876178263	000
0.18811631893811528	0.26645710034942444	0110
0.4884782312310391	0.3220986796386379	0001
0.5853602663488033	0.36528636338506715	000
0.5971236657821671	0.210902317159926	000110
0.5980331058974321	0.1687395165445167	01
0.2501104612683526	0.31710496664550697	001
0.449865047812441	0.31135385915585256	011
0.47093219232617495	0.3020349244172125	0101
0.3234989252634213	0.16153324050196943	010
0.3384016032024018	0.19320794590025359	01001
0.2802910432381045	0.3051331001117363	0101
0.7017990695180596	0.3894639469044594	0101
0.457462198242377	0.2657851004843789	001
0.4047408793843705	0.23586683417085424	0000
0.19420357191951543	0.3422154564798085	010
0.5199812888532422	0.3116587347602611	01000
0.6492486184588215	0.35989491306175514	0100001
0.06994115654888566	0.3543832773110644	0110
0.31184325230267573	0.18917763875754712	010
0.5679285078485942	0.3516935127978817	00101
0.6243957488037485	0.23553822342003147	00011
0.5007048199040609	0.3641794443422326	001110
0.6171682568873627	0.2207464579895746	000
0.16156106353299782	0.35695002551050703	011
0.18742794933899198	0.15997701096271094	00111
0.4897268409607637	0.2506900351217695	0011
0.20011630526630864	0.0992396857367712	010
0.4420365460330633	0.3823770491803279	011
0.5142481636105498	0.3448659192684027	010
0.5959646349020729	0.31317659913288703	0010
0.27418482283653733	0.3233155351677425	0011
0.2160794966140327	0.29883092724299304	00111
0.47214594144153815	0.3114897224550658	00
0.4483255251012781	0.1936432621642834	000
0.18435558068254046	0.31548246411672287	010
0.2970393654228635	0.33856251680516813	00100
0.4192237190476326	0.22751597643927118	0101
0.4338173183307842	0.22889762554709756	00101
0.5319083865334912	0.33724832214765105	00001
0.1973948068280581	0.2974265427655258	00
0.6781512892330437	0.38274831681822596	011110
0.43624910869001077	0.2115118603869972	01
0.7814125919225609	0.25642877726190727	000
0.3209553930856054	0.185260517535692	011
0.7536708189802818	0.30106254270637633	0110
0.4601022564139225	0.2706257630969498	01
0.48690010744402556	0.37495684836257265	001
0.5158295819337897	0.21813441483198145	000
0.2926665061326112	0.23342704208374482	011
0.4348631799850098	0.2707071933640101	011
0.3232395109553121	0.1964263056815847	0101
0.81050195658364	0.37446266104105064	010
0.5913929220725984	0.40643349201282164	0111
0.6389865560178575	0.4030239833159541	00101
0.7740260496892155	0.4143176499161	0000
0.07312459383505729	0.3346423530993078	01
0.15213158453109155	0.34136926674173124	000
0.4387074864096857	0.2644859813084112	011
0.6594439031084273	0.2304557537952307	001111
0.8806376964893572	0.18218299652711312	000
0.6527379834725905	0.2647967122175619	000101
0.302783944491393	0.27543613320544647	000
0.6630326266130295	0.2516592920353982	011
0.5831917725523362	0.33360389610389607	0110
0.8000624695560851	0.42580933344162025	00010
0.25817414574076714	0.2948679502545576	010
0.6986699428910935	0.429440496862649	0010110
0.4685469511665784	0.3193462897526501	001
0.5935240570553698	0.4396162528216704	01011
0.2820440431167578	0.24970646789114384	000
0.6465611484124396	0.20851555785625633	0010
0.5192175523636227	0.3856053384175405	0110
0.2427029829344116	0.3146051225078538	00000
0.2417548664425186	0.3391518149488638	0110
0.3385981392382767	0.2944685273686642	01001
0.38764147730681664	0.3017241379310345	0000
0.6918914613476421	0.36906371786377506	011001
0.3337803004437039	0.2608413350618532	00111
0.466877374544481	0.2213584288052373	001
0.4696037179129697	0.31347962382445144	00011
0.33162717199170316	0.3629167146781814	011110
0.8868585364307093	0.395790104517255	001
0.2208361332751552	0.28510517684341186	0100
0.17602372530876775	0.2861387107391527	01000001
0.6237747092514891	0.3648343613335291	010
0.5477216075021376	0.3123381392477622	011
0.39277160272911243	0.23990953142023774	0010
0.5671607521007231	0.35588507877664505	0111
0.2944184505035143	0.3060836501901141	0101
0.36727608001478634	0.3860500783516153	0001
0.5867640668675256	0.29300762073259945	001
0.6198531812984354	0.39328536264909464	011
0.4733911797716526	0.27561538119620244	010
0.40263248740752006	0.36379555940863123	00001
0.6206935257427095	0.3707220522958708	0110100
0.6779237044354893	0.3211998324035523	0101
0.3243314591806068	0.26516714737518376	00011
0.3697776451035034	0.3695979128637291	0100
0.6975332940999872	0.4173035494387845	00000
0.3358816462372059	0.27660050450050655	0110
0.309739840237376	0.35060975609756095	011001
0.5439360993355029	0.3731092919757061	01101
0.6179023503265553	0.3455622833204931	00
0.19165590537356006	0.19904723010953196	00010
0.6913683673667053	0.3560699745718019	01001
0.691287724688972	0.3555860628408831	011
0.38129753295308066	0.32551020408163267	01000
0.3036485797036917	0.2547791599801394	011101
0.41775268615346933	0.30208973892633106	00
0.43352616017625156	0.2454149139437545	011100
0.14235734193886543	0.26841178460384923	010
0.4894288936098971	0.3387727993360237	0011
0.5369503985063426	0.35315789473684206	0001
0.16898050786624502	0.2907241110321862	001
0.6644717421448498	0.23222880770117	01
0.35475244365808845	0.30029805398770426	0100
0.3474143547550128	0.27674509750127707	011
0.6375528012035725	0.3480675891804015	00110
0.7610830517088332	0.44610220480877716	01
0.7462863198497859	0.4324830722802956	0111
0.8264115415531901	0.39505378952342257	01
0.21401304297525064	0.345518018244944	010
0.6041273091415305	0.41909333029616336	0
0.5521751529496233	0.4288039056143206	001
0.15721899664724098	0.3444458298524956	0010
0.6175519442712395	0.2462352328204018	001
0.4698842196248558	0.39933373021011587	01100010
0.6294586370321686	0.27790432801822323	000
0.43546892960894	0.3402414119993732	0101
0.4791234044028413	0.2825908886894075	000
0.17359839207664304	0.31526184933477874	01111
0.5304623515573903	0.27800557324840763	000
0.6553910939520772	0.3693060890722899	01
0.6434813328426096	0.21091951144530655	00111
0.7112730023233043	0.19219160261119772	0100001
0.6373749403118729	0.13504410373945494	001
0.7873510537988526	0.4193465877318684	001
0.13546112078979133	0.25031701005317497	0111
0.21188297893967117	0.36175983576345316	0011
0.24482576212955642	0.29685807150595883	00
0.2404068760359151	0.26333789329685364	00010
0.3474830977875679	0.29832935560859186	0010
0.6493761067667788	0.22160370053179762	00
0.7445451539972443	0.2691623245198519	01000
0.3534115429304534	0.27562440042836234	01011
0.38407488122831934	0.2537198293055566	01100
0.530724065258424	0.22806571017092309	0111
0.43176636149083597	0.376786204951543	000111
0.5830437981628359	0.3805355303810504	0101
0.6623924761170683	0.24579220099975035	0011
0.7085063918897487	0.3514269525619869	0100
0.46577830432288336	0.3211362235610285	001
0.6183331330558595	0.24889632812833756	001111
0.4077758626656808	0.23519362186788154	000
0.5795537325921236	0.36319742489270385	0010000
0.22875027702251405	0.3021113862510759	01
0.3531020557360385	0.3672014185383905	0
0.4710906397889642	0.31082092718142634	001000
0.6873328142285229	0.3909658685156894	0111010
0.6502388607562115	0.29805734198255285	000
0.5012091971210553	0.3208601863872404	00
0.7239963033035779	0.21139785664207258	01
0.6714828659598185	0.2635232774800751	001010
0.42202613113124726	0.2327401852495404	0111
0.22571785315314263	0.28019238229843724	01110
0.6580547694036545	0.22856077701100547	00101
0.5604225242421638	0.20780428705898124	0110
0.3485857419433931	0.27717033585263484	011001101
0.6732499151722483	0.16653826305636726	00
0.35200373319664313	0.23920714582899935	0010
0.18835574464055027	0.38440059568131046	00
0.3808106321996917	0.30563282336578584	00111
0.6950274844065989	0.3338296109589623	001111
0.3172088320458037	0.3119497339438735	001
0.3324366313285734	0.21924920127795525	00
0.3504861739252992	0.2967915516479284	00
0.6852556937404289	0.23691193328602084	001
0.20926326045563415	0.34491482363009124	010001
0.9485166217014118	0.3295587434537224	0101
0.3851810796388281	0.3967754590046255	011
0.6325959266867411	0.41204777002218074	00000
0.759414747023018	0.41971342328579136	01
0.22186805601924708	0.3147025091921601	011010
0.8852915332749378	0.2307194338533875	010011
0.42921001026377936	0.222221748089097	01011
0.4434145116138326	0.3043956043956044	00
0.9070633104124539	0.3385409403944828	0100011
0.5247299139298077	0.2784417336291802	010
0.5524368381555046	0.22604065620970132	011
0.639482637423402	0.38455436263493137	000
0.6549399884021366	0.2045437996067866	001
0.4403382842296413	0.1728585058677607	01100
1.2391011585672487	0.27486910994764396	01
0.602651758625629	0.2949220711352287	0
0.5404125380941114	0.25039346246973365	00001
0.2655375550043032	0.262931011427413	0001
0.3351611401533572	0.24539587917576944	01
0.4244649518079196	0.22082646808948844	011
0.530378672294015	0.18403178304086393	01101
0.3065271660043321	0.2800597791895986	0111
0.3733584720068537	0.2118353749192862	01
0.7165433675976435	0.22019867549668876	0110
0.5567398609174404	0.3211481844946026	0001
0.2563034619102108	0.2598022061710249	010
0.2047107440077296	0.19820160725725028	000
0.3150117017039574	0.28832020930446045	0010110
0.8385263940546732	0.34689275719849044	011
0.2973657399180599	0.3347387048713805	0100
0.4866311256783509	0.2284688995215311	010
0.7905183921185965	0.40278938075962445	011
0.5349874921525828	0.37767117620459173	01011
0.3538432427224183	0.31213872832369943	001
0.4906408947467683	0.2812578182054516	000
0.5776896728322749	0.3435149807137916	001111111
0.49198845684138803	0.4151727777520632	000101
0.25329524367089273	0.30349666972801304	011
0.8124258931955645	0.3672526604727175	010
0.5565540296143887	0.35059623122911043	010
0.6853692699697745	0.2848953175705566	01111
0.4792633774018017	0.31654565351180364	000
0.5268226854298432	0.24991964293117544	0
0.6276905594108702	0.34535050323147737	010
0.5161197312588435	0.36026647762475456	010
0.4216259377232846	0.26595744680851063	00
0.6189048271973592	0.2177562885619364	001
0.1937176337329573	0.3183495491219744	0001
0.5404784393064166	0.39542244844119323	0010
0.6432106791154357	0.21394872707851165	00011
0.576165791351902	0.2619876922554978	01
0.575643800497197	0.2645496636257	0101010
0.34252965946178493	0.3008621380901404	0110
0.44702036456003647	0.2780449931828511	000
0.4692190286737156	0.3292499676312096	011
0.5527373613803096	0.366583734596256	0
0.30295256666961373	0.30464532774460995	00
0.2260682474267044	0.24462650448428	01
0.5381278505978724	0.32684947021192484	0
0.2260680334827732	0.39741733432940973	010010
0.5444746329048564	0.4164365793287579	0101
0.5584371622564672	0.21520583234884297	01100
0.6972573837746282	0.18706293706293706	0111
0.9614628062126276	0.15445134684451023	001
1.2077065399136941	0.31108837970540093	010101
0.42173600941102574	0.27381127803646776	0000
0.5463020481615486	0.29095904095904096	000
0.733016968678408	0.2715003119586472	01111110
0.4770707943901753	0.323537191205913	0101
0.3308741262578353	0.30462579432205444	01000
0.24319774457341498	0.24955099776611975	0100
0.4662170542803651	0.4460557098464582	0
0.30902915446147206	0.3204475564699896	01
0.27105934792660014	0.3317655997621076	01011
0.1680555584186444	0.4022141783157305	011
0.2147367326348825	0.29771636135211316	010
0.2986488771309195	0.2090259220421924	010
0.27795024993981554	0.25798378926038495	011011
0.226152201232497	0.327328139128549	00
0.3549345360588877	0.2903420383437047	00
0.5605352221957589	0.20570718909453692	0100
0.28216425913139886	0.30936511836791053	00101
0.3800554945430512	0.2747976386493974	0001
0.47133712139231265	0.3041942604856512	0
0.160853691906887	0.24597489852582632	001
0.45290353352207274	0.279967138851902	0111
0.18833789295892928	0.33769735101284803	01
0.15370450385178172	0.33194045110332565	011
0.10561059481632534	0.3556429505107195	011
0.19547112987750415	0.17198910702004197	010
0.384441232886571	0.2268882431868806	0110
0.27128950597403234	0.354844455706617	01
0.18552237434554003	0.2806621547984473	0100
0.2634333272550527	0.02486881216069824	010
0.2687478258238444	0.2693558160429595	0100001
0.572498116169111	0.40227980021050985	01001111
0.5561226932671124	0.4370530604821736	0010
0.3112746388374438	0.2817111068482639	001
0.4895312438040747	0.38688828247746637	01
0.30243302409931244	0.32378765481918814	0
0.38561517415979146	0.3001354032917007	0100
0.337676556839611	0.3080160560764461	011
0.1435066005160201	0.2821349885736651	011111
0.3829726009700168	0.2817362817362818	00011
0.4155194709157153	0.35167913184973143	0001
0.1305168955393117	0.252203119273214	010000
0.26901759968783184	0.23062314097498607	011
0.32583054489120056	0.2499263873843941	0111
0.5121137575474393	0.24673784104389088	010011
0.4543108453610958	0.218018018018018	001011
0.2174292038151695	0.32283133412379567	001
0.5777305611852421	0.24401544809496387	0011
0.20896577530719457	0.2552200130994308	01111
0.10281001137411158	0.31484343282440447	0011
0.5833870648115071	0.3339067716695976	01001
0.18252833286545672	0.33490182615969816	00
0.321896660483572	0.33741496598639453	011001
0.6310325829689405	0.2882174053704303	00101
0.21128257091662528	0.2842678982717029	01101
0.3510342991346799	0.6793139056008348	01111
0.5141037803789479	0.19160544118716807	0110
0.41808055899902496	0.3038972386285624	0000
0.5876584527446683	0.30503548496113553	0
0.5897832702625845	0.34013327664712273	0010
0.1628005227244408	0.3260996065050749	00110
0.22745634163058875	0.2378816412601827	00001
0.3518335364593381	0.28147394784242236	0
0.22024658317105666	0.3256500052423634	0110
0.21175038516726566	0.057056088805805656	011011
0.25251589307738787	0.29535638258117963	010
0.22462598829474362	0.2153101673101673	01010
0.4316677646968886	0.3327526132404181	011
0.38219560478500786	0.31605853645510357	0111
0.22219891795412677	0.28671369317951334	01
0.32621710139584487	0.3378616590476509	0
0.5130888865399853	0.20916278995878243	00
0.837182282268635	0.3265922746856613	001
0.6095124990285445	0.349798460521688	010100
0.23469848868311863	0.2926127340158718	010
0.1630675836541088	0.31158239930627013	001
0.16140322945427768	0.2820328739834134	00
0.24709300935288495	0.325819802195123	0
0.1382290254048844	0.32234782089058633	0
0.2699680898240418	0.3113745974845436	000
0.21472568679817808	0.33122415219189416	00
0.1576672802854082	0.29473570285424805	0010
0.19249152329421745	0.32684756920369584	01011
0.2097077248165189	0.30796178898603227	010
0.18020039931309612	0.37630723933738236	010
0.11073664382014325	0.3220279283135469	000000
0.552796550383459	0.36409124816728095	00
0.45792728689650397	0.158482856310044	00
0.6770106353428913	0.3156144084738313	01110
0.7176857786099832	0.45520311630495264	00101
0.13067946768512018	0.29296558339622863	0110
0.6640719046175423	0.3464381755869886	011110
0.7318174050770834	0.40628758109365687	000
0.3665465019822721	0.3855085148543264	010111
0.23171422310158454	0.3046264019405312	010100
0.31557050231987516	0.2501803013092451	011
1.3713634824327363	0.09770683273250587	0111101
0.5040793213028694	0.22969861021331608	00
0.3855064874716546	0.32545188355200183	011
0.44307933116026765	0.34363767074047447	011
0.4898252956229478	0.4032006245121	01111
